1007,2
1008,9
1009,9
1010,9
1011,1
1012,2
1013,9
1014,2
1015,3
1016,4
1017,2
1018,1
1019,2
1020,2
1021,1
1022,1
1023,2
1024,1
1025,5
1026,1
1027,2
1028,2
1029,1
1030,9
1031,1
1032,1
1033,1
1034,1
1035,1
1036,1
1037,1
1038,1
1039,1
1040,2
1041,2
1042,2
1043,2
1044,2
1045,1
1046,4
1047,9
1048,9
1049,2
1050,2
1051,1
1052,4
1053,2
1054,4
1055,4
1056,1
1057,1
1058,4
1059,9
1060,7
1061,1
1062,1
1063,4
1064,4
1065,2
1066,2
1067,2
1068,4
1069,4
1070,3
1071,2
1072,2
1073,1
1074,1
1075,1
1076,1
1077,1
1078,8
1079,2
1080,2
1081,4
1082,5
1083,1
1084,4
1085,8
1086,1
1087,2
1088,3
1089,5
1090,1
1091,2
1092,1
1093,1
1094,5
1095,9
1096,2
1097,2
1098,4
1099,2
1100,4
1101,1
1102,9
1103,3
1104,4
1105,2
