1007,2
1008,1
1009,1
1010,1
1011,2
1012,2
1013,2
1014,2
1015,2
1016,2
1017,2
1018,2
1019,2
1020,2
1021,2
1022,2
1023,2
1024,2
1025,3
1026,2
1027,2
1028,2
1029,2
1030,12
1031,2
1032,2
1033,2
1034,2
1035,2
1036,2
1037,2
1038,2
1039,2
1040,2
1041,2
1042,2
1043,2
1044,2
1045,2
1046,3
1047,2
1048,12
1049,2
1050,2
1051,2
1052,3
1053,3
1054,3
1055,1
1056,2
1057,3
1058,3
1059,11
1060,6
1061,11
1062,11
1063,3
1064,3
1065,11
1066,11
1067,11
1068,3
1069,3
1070,2
1071,2
1072,2
1073,11
1074,2
1075,2
1076,2
1077,11
1078,3
1079,2
1080,2
1081,3
1082,4
1083,11
1084,3
1085,11
1086,2
1087,2
1088,2
1089,2
1090,11
1091,11
1092,11
1093,11
1094,2
1095,11
1096,2
1097,2
1098,3
1099,2
1100,3
1101,11
1102,8
1103,9
1104,11
1105,3
